group,groupLabel,variable,variableLabel,variablePage
VG46F1,AUGUST: NUMBER OF ACTUAL OFFENSES,V897,AUG: ACT NUM MANSLGHTR,238
VG46F1,AUGUST: NUMBER OF ACTUAL OFFENSES,V898,AUG: ACT NUM RAPE TOTL,238
VG46F1,AUGUST: NUMBER OF ACTUAL OFFENSES,V899,AUG: ACT NUM FORC RAPE,239
VG46F1,AUGUST: NUMBER OF ACTUAL OFFENSES,V900,AUG: ACT NUM ATMPTD RAPE,239
VG46F1,AUGUST: NUMBER OF ACTUAL OFFENSES,V901,AUG: ACT NUM ROBBRY TOTL,239
VG46F1,AUGUST: NUMBER OF ACTUAL OFFENSES,V902,AUG: ACT NUM GUN ROBBERY,239
VG46F1,AUGUST: NUMBER OF ACTUAL OFFENSES,V903,AUG: ACT NUM KNIFE ROBRY,239
VG46F1,AUGUST: NUMBER OF ACTUAL OFFENSES,V904,AUG: ACT NUM OTH WPN ROB,240
VG46F1,AUGUST: NUMBER OF ACTUAL OFFENSES,V905,AUG: ACT NUM STR ARM ROB,240
VG46F1,AUGUST: NUMBER OF ACTUAL OFFENSES,V906,AUG: ACT NUM ASSLT TOTAL,240
VG46F1,AUGUST: NUMBER OF ACTUAL OFFENSES,V907,AUG: ACT NUM GUN ASSAULT,240
VG46F1,AUGUST: NUMBER OF ACTUAL OFFENSES,V908,AUG: ACT NUM KNIFE ASSLT,240
VG46F1,AUGUST: NUMBER OF ACTUAL OFFENSES,V909,AUG: ACT # OTH WPN ASSLT,241
VG46F1,AUGUST: NUMBER OF ACTUAL OFFENSES,V910,AUG: ACT # HND/FEET ASLT,241
VG46F1,AUGUST: NUMBER OF ACTUAL OFFENSES,V911,AUG: ACT # SIMPLE ASSLT,241
VG46F1,AUGUST: NUMBER OF ACTUAL OFFENSES,V912,AUG: ACT # BURGLARY TOTL,241
VG46F1,AUGUST: NUMBER OF ACTUAL OFFENSES,V913,AUG: ACT # FORCE ENTRY,241
VG46F1,AUGUST: NUMBER OF ACTUAL OFFENSES,V914,AUG: ACT # ENTRY-NO FORC,242
VG46F1,AUGUST: NUMBER OF ACTUAL OFFENSES,V915,AUG: ACT # ATT BURGLARY,242
VG46F1,AUGUST: NUMBER OF ACTUAL OFFENSES,V916,AUG: ACT # LARCENY TOTAL,242
VG46F1,AUGUST: NUMBER OF ACTUAL OFFENSES,V917,AUG: ACT # VHC THEFT TOT,242
VG46F1,AUGUST: NUMBER OF ACTUAL OFFENSES,V918,AUG: ACT # AUTO THEFT,242
VG46F1,AUGUST: NUMBER OF ACTUAL OFFENSES,V919,AUG: ACT # TRCK/BUS THFT,243
VG46F1,AUGUST: NUMBER OF ACTUAL OFFENSES,V920,AUG: ACT # OTH VHC THEFT,243
VG46F1,AUGUST: NUMBER OF ACTUAL OFFENSES,V921,AUG: ACT # ALL FIELDS,243
VG47F1,AUGUST: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V922,AUG: TOT CLR MURDER,243
VG47F1,AUGUST: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V923,AUG: TOT CLR MANSLGHTR,243
VG47F1,AUGUST: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V924,AUG: TOT CLR RAPE TOTAL,244
VG47F1,AUGUST: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V925,AUG: TOT CLR FORC RAPE,244
VG47F1,AUGUST: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V926,AUG: TOT CLR ATMPTD RAPE,244
VG47F1,AUGUST: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V927,AUG: TOT CLR TOTL ROBERY,244
VG47F1,AUGUST: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V928,AUG: TOT CLR GUN ROBBERY,244
VG47F1,AUGUST: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V929,AUG: TOT CLR KNIFE ROBRY,245
VG47F1,AUGUST: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V930,AUG: TOT CLR OTH WPN ROB,245
VG47F1,AUGUST: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V931,AUG: TOT CLR STR ARM ROB,245
VG47F1,AUGUST: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V932,AUG: TOT CLR ASSLT TOTAL,245
VG47F1,AUGUST: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V933,AUG: TOT CLR GUN ASSAULT,245
VG47F1,AUGUST: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V934,AUG: TOT CLR KNIFE ASSLT,245
VG47F1,AUGUST: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V935,AUG: TOT CLR OTH WPN ASLT,246
VG47F1,AUGUST: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V936,AUG: TOT CLR HND/FT ASLT,246
VG47F1,AUGUST: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V937,AUG: TOT CLR SIMPLE ASLT,246
VG47F1,AUGUST: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V938,AUG: TOT CLR BRGLRY TOTL,246
VG47F1,AUGUST: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V939,AUG: TOT CLR FORC ENTRY,246
VG47F1,AUGUST: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V940,AUG: TOT CLR ENTR-NO FRC,247
VG47F1,AUGUST: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V941,AUG: TOT CLR ATT BURGLRY,247
VG47F1,AUGUST: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V942,AUG: TOT CLR LARCNY TOTL,247
VG47F1,AUGUST: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V943,AUG: TOT CLR VHC THFT TOT,247
VG47F1,AUGUST: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V944,AUG: TOT CLR AUTO THEFT,247
VG47F1,AUGUST: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V945,AUG: TOT CLR TRCK/BS THFT,248
VG47F1,AUGUST: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V946,AUG: TOT CLR OTH VHC THFT,248
VG47F1,AUGUST: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V947,AUG: TOT CLR ALL FIELDS,248
VG48F1,AUGUST: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V948,AUG: CLR<18 MURDER,248
VG48F1,AUGUST: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V949,AUG: CLR<18 MANSLGHTR,248
VG48F1,AUGUST: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V950,AUG: CLR<18 RAPE TOTAL,249
VG48F1,AUGUST: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V951,AUG: CLR<18 FORCE RAPE,249
VG48F1,AUGUST: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V952,AUG: CLR<18 ATTMPTD RAPE,249
VG48F1,AUGUST: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V953,AUG: CLR<18 ROBBERY TOTL,249
VG48F1,AUGUST: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V954,AUG: CLR<18 GUN ROBBERY,249
VG48F1,AUGUST: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V955,AUG: CLR<18 KNIFE ROBBRY,250
VG48F1,AUGUST: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V956,AUG: CLR<18 OTH WPN RBRY,250
VG48F1,AUGUST: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V957,AUG: CLR<18 STR ARM ROB,250
VG48F1,AUGUST: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V958,AUG: CLR<18 ASSLT TOTAL,250
VG48F1,AUGUST: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V959,AUG: CLR<18 GUN ASSAULT,250
VG48F1,AUGUST: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V960,AUG: CLR<18 KNIFE ASSLT,251
VG48F1,AUGUST: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V961,AUG: CLR<18 OTH WPN ASLT,251
VG48F1,AUGUST: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V962,AUG: CLR<18 HND/FT ASSLT,251
VG48F1,AUGUST: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V963,AUG: CLR<18 SIMPLE ASSLT,251
VG48F1,AUGUST: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V964,AUG: CLR<18 BURGLRY TOTL,252
VG48F1,AUGUST: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V965,AUG: CLR<18 FORC ENTRY,252
VG48F1,AUGUST: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V966,AUG: CLR<18 ENTR-NO FORC,252
VG48F1,AUGUST: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V967,AUG: CLR<18 ATT BURGLARY,252
VG48F1,AUGUST: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V968,AUG: CLR<18 LARCENY TOTL,252
VG48F1,AUGUST: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V969,AUG: CLR<18 VHC THFT TOT,253
VG48F1,AUGUST: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V970,AUG: CLR<18 AUTO THEFT,253
VG48F1,AUGUST: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V971,AUG: CLR<18 TRCK/BS THFT,253
VG48F1,AUGUST: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V972,AUG: CLR<18 OTH VHC THFT,253
VG48F1,AUGUST: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V973,AUG: CLR<18 ALL FIELDS,253
VG49F1,AUGUST: NUMBER OF OFFICERS KILLED OR ASSAULTED,V974,AUG: OFFICRS KILL BY FEL,254
VG49F1,AUGUST: NUMBER OF OFFICERS KILLED OR ASSAULTED,V975,AUG: OFFICRS KILL BY ACC,254
VG49F1,AUGUST: NUMBER OF OFFICERS KILLED OR ASSAULTED,V976,AUG: OFFICERS ASSAULTED,254
VG50F1,SEPTEMBER: ACCOUNTING VARIABLES,V977,SEP: MONTH INCLUDED IN,254
VG50F1,SEPTEMBER: ACCOUNTING VARIABLES,V978,SEP: LAST UPDATE,255
VG50F1,SEPTEMBER: ACCOUNTING VARIABLES,V979,SEP: CARD 0 TYPE,255
VG50F1,SEPTEMBER: ACCOUNTING VARIABLES,V980,SEP: CARD 1 TYPE,255
VG50F1,SEPTEMBER: ACCOUNTING VARIABLES,V981,SEP: CARD 2 TYPE,255
VG50F1,SEPTEMBER: ACCOUNTING VARIABLES,V982,SEP: CARD 3 TYPE,256
VG50F1,SEPTEMBER: ACCOUNTING VARIABLES,V983,SEP: CARD 4 TYPE,256
VG50F1,SEPTEMBER: ACCOUNTING VARIABLES,V984,SEP: CARD 0 P/T,256
VG50F1,SEPTEMBER: ACCOUNTING VARIABLES,V985,SEP: CARD 1 P/T,256
VG50F1,SEPTEMBER: ACCOUNTING VARIABLES,V986,SEP: CARD 2 P/T,257
VG50F1,SEPTEMBER: ACCOUNTING VARIABLES,V987,SEP: CARD 3 P/T,257
VG51F1,SEPTEMBER: NUMBER OF UNFOUNDED OFFENSES,V988,SEP: UNFOUNDED MURDER,257
VG51F1,SEPTEMBER: NUMBER OF UNFOUNDED OFFENSES,V989,SEP: UNFOUNDED MANSLGHTR,257
VG51F1,SEPTEMBER: NUMBER OF UNFOUNDED OFFENSES,V990,SEP: UNFOUNDED RAPE TOT,258
VG51F1,SEPTEMBER: NUMBER OF UNFOUNDED OFFENSES,V991,SEP: UNFOUNDED FORC RAP,258
VG51F1,SEPTEMBER: NUMBER OF UNFOUNDED OFFENSES,V992,SEP: UNFOUND ATMPTD RAP,258
VG51F1,SEPTEMBER: NUMBER OF UNFOUNDED OFFENSES,V993,SEP: UNFOUND ROBBRY TOT,258
VG51F1,SEPTEMBER: NUMBER OF UNFOUNDED OFFENSES,V994,SEP: UNFOUND GUN ROBBER,258
VG51F1,SEPTEMBER: NUMBER OF UNFOUNDED OFFENSES,V995,SEP: UNFOUNDED KNIFE RO,259
VG51F1,SEPTEMBER: NUMBER OF UNFOUNDED OFFENSES,V996,SEP: UNFND OTHR WEAP RO,259
VG51F1,SEPTEMBER: NUMBER OF UNFOUNDED OFFENSES,V997,SEP: UNFND STRNG-ARM RO,259
VG51F1,SEPTEMBER: NUMBER OF UNFOUNDED OFFENSES,V998,SEP: UNFOUND ASSLT TOTA,259
VG51F1,SEPTEMBER: NUMBER OF UNFOUNDED OFFENSES,V999,SEP: UNFOUND GUN ASSLT,259
VG51F1,SEPTEMBER: NUMBER OF UNFOUNDED OFFENSES,V1000,SEP: UNFOUND KNIFE ASSL,260
VG51F1,SEPTEMBER: NUMBER OF UNFOUNDED OFFENSES,V1001,SEP: UNFND OTH WPN ASLT,260
VG51F1,SEPTEMBER: NUMBER OF UNFOUNDED OFFENSES,V1002,SEP: UNFND HND/FEET ASL,260
VG51F1,SEPTEMBER: NUMBER OF UNFOUNDED OFFENSES,V1003,SEP: UNFND SIMPL ASSAUL,260
VG51F1,SEPTEMBER: NUMBER OF UNFOUNDED OFFENSES,V1004,SEP: UNFOUND BURG TOTAL,260
VG51F1,SEPTEMBER: NUMBER OF UNFOUNDED OFFENSES,V1005,SEP: UNFOUND FORCE ENTR,261
VG51F1,SEPTEMBER: NUMBER OF UNFOUNDED OFFENSES,V1006,SEP: UNFND ENTRY-NO FOR,261
VG51F1,SEPTEMBER: NUMBER OF UNFOUNDED OFFENSES,V1007,SEP: UNFND ATT BURGLARY,261
VG51F1,SEPTEMBER: NUMBER OF UNFOUNDED OFFENSES,V1008,SEP: UNFOUND LARCNY TOT,261
VG51F1,SEPTEMBER: NUMBER OF UNFOUNDED OFFENSES,V1009,SEP: UF TOT MTR VHC THF,261
VG51F1,SEPTEMBER: NUMBER OF UNFOUNDED OFFENSES,V1010,SEP: UNFOUND AUTO THEFT,262
VG51F1,SEPTEMBER: NUMBER OF UNFOUNDED OFFENSES,V1011,SEP: UF TRUCK/BUS THEFT,262
VG51F1,SEPTEMBER: NUMBER OF UNFOUNDED OFFENSES,V1012,SEP: UNFND OTH VHC THEF,262
VG51F1,SEPTEMBER: NUMBER OF UNFOUNDED OFFENSES,V1013,SEP: UNFOUND ALL FIELDS,262
VG52F1,SEPTEMBER: NUMBER OF ACTUAL OFFENSES,V1014,SEP: ACT NUM MURDER,262
VG52F1,SEPTEMBER: NUMBER OF ACTUAL OFFENSES,V1015,SEP: ACT NUM MANSLGHTR,263
VG52F1,SEPTEMBER: NUMBER OF ACTUAL OFFENSES,V1016,SEP: ACT NUM RAPE TOTL,263
VG52F1,SEPTEMBER: NUMBER OF ACTUAL OFFENSES,V1017,SEP: ACT NUM FORC RAPE,263
VG52F1,SEPTEMBER: NUMBER OF ACTUAL OFFENSES,V1018,SEP: ACT NUM ATMPTD RAP,263
VG52F1,SEPTEMBER: NUMBER OF ACTUAL OFFENSES,V1019,SEP: ACT NUM ROBBRY TOT,263
VG52F1,SEPTEMBER: NUMBER OF ACTUAL OFFENSES,V1020,SEP: ACT NUM GUN ROBBER,263
VG52F1,SEPTEMBER: NUMBER OF ACTUAL OFFENSES,V1021,SEP: ACT NUM KNIFE ROBR,264
VG52F1,SEPTEMBER: NUMBER OF ACTUAL OFFENSES,V1022,SEP: ACT NUM OTH WPN RO,264
VG52F1,SEPTEMBER: NUMBER OF ACTUAL OFFENSES,V1023,SEP: ACT NUM STR ARM RO,264
VG52F1,SEPTEMBER: NUMBER OF ACTUAL OFFENSES,V1024,SEP: ACT NUM ASSLT TOTA,264
VG52F1,SEPTEMBER: NUMBER OF ACTUAL OFFENSES,V1025,SEP: ACT NUM GUN ASSAUL,264
VG52F1,SEPTEMBER: NUMBER OF ACTUAL OFFENSES,V1026,SEP: ACT NUM KNIFE ASSL,265
VG52F1,SEPTEMBER: NUMBER OF ACTUAL OFFENSES,V1027,SEP: ACT # OTH WPN ASSL,265
VG52F1,SEPTEMBER: NUMBER OF ACTUAL OFFENSES,V1028,SEP: ACT # HND/FEET ASL,265
VG52F1,SEPTEMBER: NUMBER OF ACTUAL OFFENSES,V1029,SEP: ACT # SIMPLE ASSLT,265
VG52F1,SEPTEMBER: NUMBER OF ACTUAL OFFENSES,V1030,SEP: ACT # BURGLARY TOT,265
VG52F1,SEPTEMBER: NUMBER OF ACTUAL OFFENSES,V1031,SEP: ACT # FORCE ENTRY,266
VG52F1,SEPTEMBER: NUMBER OF ACTUAL OFFENSES,V1032,SEP: ACT # ENTRY-NO FOR,266
VG52F1,SEPTEMBER: NUMBER OF ACTUAL OFFENSES,V1033,SEP: ACT # ATT BURGLARY,266
VG52F1,SEPTEMBER: NUMBER OF ACTUAL OFFENSES,V1034,SEP: ACT # LARCENY TOTA,266
VG52F1,SEPTEMBER: NUMBER OF ACTUAL OFFENSES,V1035,SEP: ACT # VHC THEFT TO,266
VG52F1,SEPTEMBER: NUMBER OF ACTUAL OFFENSES,V1036,SEP: ACT # AUTO THEFT,267
VG52F1,SEPTEMBER: NUMBER OF ACTUAL OFFENSES,V1037,SEP: ACT # TRCK/BUS THF,267
VG52F1,SEPTEMBER: NUMBER OF ACTUAL OFFENSES,V1038,SEP: ACT # OTH VHC THEF,267
VG52F1,SEPTEMBER: NUMBER OF ACTUAL OFFENSES,V1039,SEP: ACT # ALL FIELDS,267
VG53F1,SEPTEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1040,SEP: TOT CLR MURDER,267
VG53F1,SEPTEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1041,SEP: TOT CLR MANSLGHTR,268
VG53F1,SEPTEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1042,SEP: TOT CLR RAPE TOTAL,268
VG53F1,SEPTEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1043,SEP: TOT CLR FORC RAPE,268
VG53F1,SEPTEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1044,SEP: TOT CLR ATMPTD RAP,268
VG53F1,SEPTEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1045,SEP: TOT CLR TOTL ROBER,268
VG53F1,SEPTEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1046,SEP: TOT CLR GUN ROBBER,269
VG53F1,SEPTEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1047,SEP: TOT CLR KNIFE ROBR,269
VG53F1,SEPTEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1048,SEP: TOT CLR OTH WPN RO,269
VG53F1,SEPTEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1049,SEP: TOT CLR STR ARM RO,269
VG53F1,SEPTEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1050,SEP: TOT CLR ASSLT TOTA,269
VG53F1,SEPTEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1051,SEP: TOT CLR GUN ASSAUL,270
VG53F1,SEPTEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1052,SEP: TOT CLR KNIFE ASSL,270
VG53F1,SEPTEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1053,SEP: TOT CLR OTH WPN ASL,270
VG53F1,SEPTEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1054,SEP: TOT CLR HND/FT ASL,270
VG53F1,SEPTEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1055,SEP: TOT CLR SIMPLE ASL,270
VG53F1,SEPTEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1056,SEP: TOT CLR BRGLRY TOT,271
VG53F1,SEPTEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1057,SEP: TOT CLR FORC ENTRY,271
VG53F1,SEPTEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1058,SEP: TOT CLR ENTR-NO FR,271
VG53F1,SEPTEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1059,SEP: TOT CLR ATT BURGLR,271
VG53F1,SEPTEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1060,SEP: TOT CLR LARCNY TOT,271
VG53F1,SEPTEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1061,SEP: TOT CLR VHC THFT TO,271
VG53F1,SEPTEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1062,SEP: TOT CLR AUTO THEFT,272
VG53F1,SEPTEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1063,SEP: TOT CLR TRCK/BS THF,272
VG53F1,SEPTEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1064,SEP: TOT CLR OTH VHC THF,272
VG53F1,SEPTEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1065,SEP: TOT CLR ALL FIELDS,272
VG54F1,SEPTEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1066,SEP: CLR<18 MURDER,272
VG54F1,SEPTEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1067,SEP: CLR<18 MANSLGHTR,273
VG54F1,SEPTEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1068,SEP: CLR<18 RAPE TOTAL,273
VG54F1,SEPTEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1069,SEP: CLR<18 FORCE RAPE,273
VG54F1,SEPTEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1070,SEP: CLR<18 ATTMPTD RAP,273
VG54F1,SEPTEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1071,SEP: CLR<18 ROBBERY TOT,274
VG54F1,SEPTEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1072,SEP: CLR<18 GUN ROBBERY,274
VG54F1,SEPTEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1073,SEP: CLR<18 KNIFE ROBBR,274
VG54F1,SEPTEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1074,SEP: CLR<18 OTH WPN RBR,274
VG54F1,SEPTEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1075,SEP: CLR<18 STR ARM ROB,274
VG54F1,SEPTEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1076,SEP: CLR<18 ASSLT TOTAL,275
VG54F1,SEPTEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1077,SEP: CLR<18 GUN ASSAULT,275
VG54F1,SEPTEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1078,SEP: CLR<18 KNIFE ASSLT,275
VG54F1,SEPTEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1079,SEP: CLR<18 OTH WPN ASL,275
VG54F1,SEPTEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1080,SEP: CLR<18 HND/FT ASSL,275
VG54F1,SEPTEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1081,SEP: CLR<18 SIMPLE ASSL,276
VG54F1,SEPTEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1082,SEP: CLR<18 BURGLRY TOT,276
VG54F1,SEPTEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1083,SEP: CLR<18 FORC ENTRY,276
VG54F1,SEPTEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1084,SEP: CLR<18 ENTR-NO FOR,276
VG54F1,SEPTEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1085,SEP: CLR<18 ATT BURGLAR,276
VG54F1,SEPTEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1086,SEP: CLR<18 LARCENY TOT,277
VG54F1,SEPTEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1087,SEP: CLR<18 VHC THFT TO,277
VG54F1,SEPTEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1088,SEP: CLR<18 AUTO THEFT,277
VG54F1,SEPTEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1089,SEP: CLR<18 TRCK/BS THF,277
VG54F1,SEPTEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1090,SEP: CLR<18 OTH VHC THF,277
VG54F1,SEPTEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1091,SEP: CLR<18 ALL FIELDS,278
VG55F1,SEPTEMBER: NUMBER OF OFFICERS KILLED OR ASSAULTED,V1092,SEP: OFFICRS KILL BY FE,278
VG55F1,SEPTEMBER: NUMBER OF OFFICERS KILLED OR ASSAULTED,V1093,SEP: OFFICRS KILL BY AC,278
VG55F1,SEPTEMBER: NUMBER OF OFFICERS KILLED OR ASSAULTED,V1094,SEP: OFFICERS ASSAULTED,278
VG56F1,OCTOBER: ACCOUNTING VARIABLES,V1095,OCT: MONTH INCLUDED IN,279
VG56F1,OCTOBER: ACCOUNTING VARIABLES,V1096,OCT: LAST UPDATE,279
VG56F1,OCTOBER: ACCOUNTING VARIABLES,V1097,OCT: CARD 0 TYPE,279
VG56F1,OCTOBER: ACCOUNTING VARIABLES,V1098,OCT: CARD 1 TYPE,279
VG56F1,OCTOBER: ACCOUNTING VARIABLES,V1099,OCT: CARD 2 TYPE,280
VG56F1,OCTOBER: ACCOUNTING VARIABLES,V1100,OCT: CARD 3 TYPE,280
VG56F1,OCTOBER: ACCOUNTING VARIABLES,V1101,OCT: CARD 4 TYPE,280
VG56F1,OCTOBER: ACCOUNTING VARIABLES,V1102,OCT: CARD 0 P/T,281
VG56F1,OCTOBER: ACCOUNTING VARIABLES,V1103,OCT: CARD 1 P/T,281
VG56F1,OCTOBER: ACCOUNTING VARIABLES,V1104,OCT: CARD 2 P/T,281
